dataset,policy,lambda_ref,stratum,eval_n,marg_risk_mean,marg_risk_sd,mond_cert_rate,mond_abstain_rate,jointmond_cert_rate,jointmond_abstain_rate,R_full,R_full_lcb95,R_full_ucb95,verdict
tabular-MiniBooNE,random,0.7,1,46823,0.1430007,0.004505686488205764,1.0,0.0,1.0,0.0,0.084766,0.082657,0.086913,feasible
tabular-MiniBooNE,random,0.9,0,7976,0.06492553,0.002957663058750945,1.0,0.0,1.0,0.0,0.04012,0.036568,0.043924,feasible
tabular-MiniBooNE,random,0.9,1,9682,0.06471104999999999,0.0022537345734358343,1.0,0.0,1.0,0.0,0.040797,0.037542,0.04426,feasible
tabular-MiniBooNE,random,0.9,2,10894,0.07899995,0.0036402226782849424,1.0,0.0,1.0,0.0,0.043877,0.040694,0.047243,feasible
tabular-MiniBooNE,random,0.9,3,9110,0.1547496,0.008504859883619481,1.0,0.0,1.0,0.0,0.055873,0.051965,0.059992,feasible
tabular-MiniBooNE,random,0.9,4,9161,0.35847725,0.010310140689025537,0.0,1.0,0.0,1.0,0.247462,0.240051,0.254992,infeasible
tabular-MiniBooNE,random,0.5,1,46823,0.14288963000000002,0.004111515666162541,1.0,0.0,1.0,0.0,0.089016,0.08686,0.09121,feasible
tabular-MiniBooNE,random,0.7,1,46823,0.14288963000000002,0.004111515666162541,1.0,0.0,1.0,0.0,0.089016,0.08686,0.09121,feasible
tabular-MiniBooNE,random,0.9,0,8055,0.05763308,0.002555124218819899,1.0,0.0,1.0,0.0,0.035878,0.032533,0.039476,feasible
tabular-MiniBooNE,random,0.9,1,8654,0.0667064,0.0030286674561595573,1.0,0.0,1.0,0.0,0.041715,0.038237,0.045424,feasible
tabular-MiniBooNE,random,0.9,2,10448,0.08596847999999997,0.0032734302878784506,1.0,0.0,1.0,0.0,0.054364,0.05076,0.058154,feasible
tabular-MiniBooNE,random,0.9,3,10234,0.13304297,0.0055616787509797806,1.0,0.0,1.0,0.0,0.071135,0.066998,0.075455,feasible
tabular-MiniBooNE,random,0.9,4,9432,0.3589994700000001,0.011951330937979253,0.0,1.0,0.0,1.0,0.235581,0.228402,0.242881,infeasible
tabular-MiniBooNE[margin],greedy_entropy,0.5,1,10150,0.05718642999999999,0.00251977689589773,1.0,0.0,1.0,0.0,0.035567,0.032593,0.03874,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.5,2,14021,0.07547788000000001,0.002316544017626257,1.0,0.0,1.0,0.0,0.038157,0.035531,0.040926,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.5,3,9447,0.1488767,0.003245900268030426,1.0,0.0,1.0,0.0,0.095692,0.090753,0.100816,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.5,4,13205,0.24014011,0.0036427295779264193,0.0,1.0,0.0,1.0,0.159409,0.154188,0.164742,infeasible
tabular-MiniBooNE[margin],greedy_entropy,0.7,0,1731,0.04447275999999999,0.004931638886049951,1.0,0.0,1.0,0.0,0.03524,0.028253,0.04343,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.7,1,13895,0.03672799,0.0016557227454800521,1.0,0.0,1.0,0.0,0.023893,0.021801,0.026136,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.7,2,12484,0.09335374,0.002588998716183537,1.0,0.0,1.0,0.0,0.058154,0.054746,0.061717,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.7,3,8258,0.15715161,0.004250564614013061,1.0,0.0,1.0,0.0,0.08513,0.080126,0.090351,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.7,4,10455,0.30279582000000005,0.004790186702791449,0.0,1.0,0.0,1.0,0.199235,0.192824,0.20577,infeasible
tabular-MiniBooNE[margin],greedy_entropy,0.9,0,6433,0.023253060000000002,0.0019410334145500946,1.0,0.0,1.0,0.0,0.016944,0.014383,0.019837,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.9,1,8038,0.05082439,0.002505803623171616,1.0,0.0,1.0,0.0,0.022269,0.019629,0.025171,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.9,2,13821,0.040991259999999995,0.0015372471279530824,1.0,0.0,1.0,0.0,0.026337,0.024134,0.028689,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.9,3,6252,0.11884017999999999,0.003951799082392728,1.0,0.0,1.0,0.0,0.052463,0.047901,0.057338,feasible
tabular-MiniBooNE[margin],greedy_entropy,0.9,4,12279,0.35396234,0.00450885444701867,0.0,1.0,0.0,1.0,0.238212,0.231894,0.244621,infeasible
tabular-adult,eps_greedy_eps0.25,0.5,1,16280,0.16554791,0.002754013253762588,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,eps_greedy_eps0.25,0.7,1,16280,0.16554791,0.002754013253762588,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,eps_greedy_eps0.25,0.9,1,9686,0.06741003,0.0022404569777391397,1.0,0.0,1.0,0.0,0.052344,0.04867,0.056218,feasible
tabular-adult,eps_greedy_eps0.25,0.9,2,333,0.09144185,0.016473538893859448,1.0,0.0,1.0,0.0,0.051051,0.032786,0.075594,feasible
tabular-adult,eps_greedy_eps0.25,0.9,3,6261,0.32157775,0.005450849026298564,0.0,1.0,0.0,1.0,0.308417,0.298804,0.318162,infeasible
tabular-adult,eps_greedy_eps0.5,0.5,1,16280,0.17182431000000004,0.0028440442004125047,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,eps_greedy_eps0.5,0.7,1,16280,0.17182431000000004,0.0028440442004125047,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,eps_greedy_eps0.5,0.9,1,5452,0.07199045999999999,0.0031303076252023536,1.0,0.0,1.0,0.0,0.053925,0.04898,0.059228,feasible
tabular-adult,eps_greedy_eps0.5,0.9,2,4383,0.07079829,0.003978240888370135,1.0,0.0,1.0,0.0,0.054301,0.048778,0.060269,feasible
tabular-adult,eps_greedy_eps0.5,0.9,3,238,0.0925659,0.020914950255977182,1.0,0.0,1.0,0.0,0.042017,0.02297,0.070228,feasible
tabular-adult,eps_greedy_eps0.5,0.9,4,6207,0.3342943100000001,0.005298857325301369,0.0,1.0,0.0,1.0,0.3082,0.298548,0.317987,infeasible
tabular-adult,greedy_entropy,0.5,1,16280,0.16142997999999997,0.0029430648989786146,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,greedy_entropy,0.7,1,16280,0.16142997999999997,0.0029430648989786146,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,greedy_entropy,0.9,1,9713,0.06705990999999999,0.002184752357110526,1.0,0.0,1.0,0.0,0.051889,0.048236,0.055743,feasible
tabular-adult,greedy_entropy,0.9,2,299,0.045913850000000006,0.011366496844124841,1.0,0.0,1.0,0.0,0.043478,0.025906,0.068238,feasible
tabular-adult,greedy_entropy,0.9,3,6268,0.31357991,0.00555902136908107,0.0,1.0,0.0,1.0,0.30919,0.299575,0.318936,infeasible
tabular-adult,greedy_entropy,0.5,1,16280,0.16500860999999997,0.003167858787556667,1.0,0.0,1.0,0.0,0.152457,0.147838,0.157168,feasible
tabular-adult,greedy_entropy,0.7,1,16280,0.16500860999999997,0.003167858787556667,1.0,0.0,1.0,0.0,0.152457,0.147838,0.157168,feasible
tabular-adult,greedy_entropy,0.9,0,8693,0.06913394,0.002778324847169603,1.0,0.0,1.0,0.0,0.053836,0.049908,0.057988,feasible
tabular-adult,greedy_entropy,0.9,2,1181,0.07457956000000002,0.007315229670106059,1.0,0.0,1.0,0.0,0.07282,0.06076,0.086489,feasible
tabular-adult,greedy_entropy,0.9,3,383,0.11705821,0.015575426312172005,1.0,0.0,1.0,0.0,0.073107,0.052454,0.098861,feasible
tabular-adult,greedy_entropy,0.9,4,6023,0.32397524000000005,0.006821871689089439,0.0,1.0,0.0,1.0,0.315457,0.305593,0.325454,infeasible
tabular-adult,greedy_entropy,0.5,1,16280,0.18691152999999996,0.008259480025346632,1.0,0.0,1.0,0.0,0.146867,0.14232,0.151508,feasible
tabular-adult,greedy_entropy,0.7,1,16280,0.18691152999999996,0.008259480025346632,1.0,0.0,1.0,0.0,0.146867,0.14232,0.151508,feasible
tabular-adult,greedy_entropy,0.9,0,3589,0.07153123,0.003967407364652639,1.0,0.0,1.0,0.0,0.06715,0.060402,0.074426,feasible
tabular-adult,greedy_entropy,0.9,1,5609,0.09612739,0.004958632710526159,1.0,0.0,1.0,0.0,0.069353,0.063851,0.07519,feasible
tabular-adult,greedy_entropy,0.9,2,1620,0.16443173000000003,0.020988823177517598,1.0,0.0,1.0,0.0,0.069753,0.05962,0.081063,feasible
tabular-adult,greedy_entropy,0.9,3,5462,0.36235139000000005,0.014564052566435625,0.0,1.0,0.0,1.0,0.301721,0.291494,0.312105,infeasible
tabular-adult,random,0.5,1,16280,0.18293241000000002,0.0033961231841468874,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,random,0.7,1,16280,0.18293241000000002,0.0033961231841468874,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult,random,0.9,0,2218,0.06582400999999999,0.005175821529950585,1.0,0.0,1.0,0.0,0.054103,0.046418,0.062678,feasible
tabular-adult,random,0.9,1,3623,0.07000727999999999,0.0037845347351556967,1.0,0.0,1.0,0.0,0.054651,0.04857,0.061272,feasible
tabular-adult,random,0.9,2,3902,0.08819403,0.004422296888394085,1.0,0.0,1.0,0.0,0.060482,0.054322,0.067135,feasible
tabular-adult,random,0.9,3,493,0.13838478,0.017579226906539437,1.0,0.0,1.0,0.0,0.075051,0.056463,0.097552,feasible
tabular-adult,random,0.9,4,6044,0.35884404000000003,0.006809954628218898,0.0,1.0,0.0,1.0,0.308405,0.298621,0.318326,infeasible
tabular-adult,random,0.5,1,16280,0.20256389,0.0035132342332813513,1.0,0.0,1.0,0.0,0.152457,0.147838,0.157168,feasible
tabular-adult,random,0.7,1,16280,0.20256389,0.0035132342332813513,1.0,0.0,1.0,0.0,0.152457,0.147838,0.157168,feasible
tabular-adult,random,0.9,0,1924,0.06405487,0.0051613179492354475,1.0,0.0,1.0,0.0,0.050936,0.042944,0.059964,feasible
tabular-adult,random,0.9,1,4639,0.07374945,0.004106918415004126,1.0,0.0,1.0,0.0,0.058418,0.052853,0.064399,feasible
tabular-adult,random,0.9,2,3145,0.13269169,0.005457409425166854,1.0,0.0,1.0,0.0,0.064865,0.057784,0.072553,feasible
tabular-adult,random,0.9,3,618,0.22140596,0.014324524087675655,1.0,0.0,1.0,0.0,0.064725,0.049216,0.083424,feasible
tabular-adult,random,0.9,4,5954,0.38246100999999993,0.007241838859702688,0.0,1.0,0.0,1.0,0.313907,0.303999,0.323949,infeasible
tabular-adult,random,0.5,1,16280,0.18725919000000002,0.003631138660792232,1.0,0.0,1.0,0.0,0.146867,0.14232,0.151508,feasible
tabular-adult,random,0.7,1,16280,0.18725919000000002,0.003631138660792232,1.0,0.0,1.0,0.0,0.146867,0.14232,0.151508,feasible
tabular-adult,random,0.9,0,1815,0.05029900999999999,0.005537975869385853,1.0,0.0,1.0,0.0,0.04022,0.032917,0.048655,feasible
tabular-adult,random,0.9,1,3673,0.05624472,0.003705090144868273,1.0,0.0,1.0,0.0,0.04465,0.039179,0.050667,feasible
tabular-adult,random,0.9,2,4080,0.09552794,0.004824056033712709,1.0,0.0,1.0,0.0,0.060049,0.054044,0.066527,feasible
tabular-adult,random,0.9,3,612,0.15746952000000003,0.014932788488745161,1.0,0.0,1.0,0.0,0.063725,0.048267,0.082416,feasible
tabular-adult,random,0.9,4,6100,0.37099012000000003,0.00722061359481312,0.0,1.0,0.0,1.0,0.306557,0.296835,0.316417,infeasible
tabular-adult[margin],greedy_entropy,0.5,1,16280,0.16137100000000001,0.0029346191984651092,1.0,0.0,1.0,0.0,0.150799,0.146201,0.155489,feasible
tabular-adult[margin],greedy_entropy,0.7,1,9598,0.07125573,0.0023123102250995633,1.0,0.0,1.0,0.0,0.055637,0.051836,0.059638,feasible
tabular-adult[margin],greedy_entropy,0.7,2,962,0.061021639999999995,0.007681475778156174,1.0,0.0,1.0,0.0,0.059252,0.047229,0.073331,feasible
tabular-adult[margin],greedy_entropy,0.7,3,5720,0.3299248,0.005820771819956528,0.0,1.0,0.0,1.0,0.325874,0.31566,0.336219,infeasible
tabular-adult[margin],greedy_entropy,0.9,0,2857,0.020170880000000002,0.0025705479582376982,1.0,0.0,1.0,0.0,0.017501,0.013662,0.0221,feasible
tabular-adult[margin],greedy_entropy,0.9,1,3116,0.04101186000000001,0.0038506138550106527,1.0,0.0,1.0,0.0,0.033376,0.028251,0.039166,feasible
tabular-adult[margin],greedy_entropy,0.9,2,2281,0.06227085000000001,0.00530618240051169,1.0,0.0,1.0,0.0,0.032004,0.026173,0.03875,feasible
tabular-adult[margin],greedy_entropy,0.9,3,8026,0.28683948,0.005128929585166868,0.0,1.0,0.0,1.0,0.277598,0.269374,0.285941,infeasible
tabular-spambase,eps_greedy_eps0.25,0.5,1,1656,0.12688396000000002,0.016210431261332932,1.0,0.0,1.0,0.0,0.06099,0.051599,0.071558,feasible
tabular-spambase,eps_greedy_eps0.25,0.7,0,315,0.035875210000000005,0.01109869521547015,1.0,0.0,1.0,0.0,0.022222,0.010475,0.041333,feasible
tabular-spambase,eps_greedy_eps0.25,0.7,1,209,0.07608591,0.02077291864620617,0.98,0.02,0.79,0.21,0.052632,0.029793,0.085614,feasible
tabular-spambase,eps_greedy_eps0.25,0.7,2,444,0.12451722,0.019444624109804746,1.0,0.0,1.0,0.0,0.042793,0.028201,0.062161,feasible
tabular-spambase,eps_greedy_eps0.25,0.7,3,322,0.14136383,0.027447787868990464,0.93,0.07,0.73,0.27,0.074534,0.051923,0.103222,feasible
tabular-spambase,eps_greedy_eps0.25,0.7,4,366,0.22381038,0.03410871838131125,0.29,0.71,0.08,0.92,0.10929,0.083533,0.139883,feasible
tabular-spambase,eps_greedy_eps0.25,0.9,0,289,0.0030420800000000004,0.003438712188247222,1.0,0.0,1.0,0.0,0.00346,0.000177,0.016309,feasible
tabular-spambase,eps_greedy_eps0.25,0.9,1,406,0.038956750000000005,0.010037323739299235,1.0,0.0,1.0,0.0,0.022167,0.011612,0.038364,feasible
tabular-spambase,eps_greedy_eps0.25,0.9,2,350,0.06938992999999999,0.018830819130486596,1.0,0.0,1.0,0.0,0.04,0.024342,0.061827,feasible
tabular-spambase,eps_greedy_eps0.25,0.9,3,305,0.18084442000000003,0.03862587547776231,0.99,0.01,0.94,0.06,0.059016,0.038488,0.086262,feasible
tabular-spambase,eps_greedy_eps0.25,0.9,4,306,0.37140181000000005,0.03278070095641489,0.0,1.0,0.0,1.0,0.19281,0.156421,0.233709,infeasible
tabular-spambase,eps_greedy_eps0.5,0.5,1,1656,0.12520527,0.014727418553062853,1.0,0.0,1.0,0.0,0.06099,0.051599,0.071558,feasible
tabular-spambase,eps_greedy_eps0.5,0.7,0,317,0.07862479000000001,0.019395270642759796,1.0,0.0,1.0,0.0,0.037855,0.021985,0.060612,feasible
tabular-spambase,eps_greedy_eps0.5,0.7,1,201,0.06834037,0.023752053080378123,0.99,0.01,0.89,0.11,0.044776,0.023555,0.076833,feasible
tabular-spambase,eps_greedy_eps0.5,0.7,2,488,0.13859177,0.021894820449528698,1.0,0.0,1.0,0.0,0.045082,0.030714,0.063751,feasible
tabular-spambase,eps_greedy_eps0.5,0.7,3,348,0.11171866000000001,0.01635071058836282,0.99,0.01,0.88,0.12,0.068966,0.048007,0.095621,feasible
tabular-spambase,eps_greedy_eps0.5,0.7,4,302,0.20630417,0.03621929515246121,0.19,0.81,0.02,0.98,0.112583,0.083955,0.147048,feasible
tabular-spambase,eps_greedy_eps0.5,0.9,0,328,0.0084464,0.004988588946786456,1.0,0.0,1.0,0.0,0.009146,0.002497,0.023468,feasible
tabular-spambase,eps_greedy_eps0.5,0.9,1,444,0.04348039,0.011999247497151644,1.0,0.0,1.0,0.0,0.02027,0.010615,0.035105,feasible
tabular-spambase,eps_greedy_eps0.5,0.9,2,241,0.09394956,0.01839955230451002,1.0,0.0,0.95,0.05,0.045643,0.025805,0.07442,feasible
tabular-spambase,eps_greedy_eps0.5,0.9,3,297,0.15882884,0.03144668534670069,1.0,0.0,0.97,0.03,0.057239,0.036796,0.084623,feasible
tabular-spambase,eps_greedy_eps0.5,0.9,4,346,0.33309633000000005,0.0357500434204086,0.0,1.0,0.0,1.0,0.176301,0.14332,0.21348,undetermined
tabular-spambase,greedy_entropy,0.5,1,1656,0.12548309000000002,0.013859464769676352,1.0,0.0,1.0,0.0,0.06099,0.051599,0.071558,feasible
tabular-spambase,greedy_entropy,0.7,1,494,0.021900899999999997,0.00768896184865031,1.0,0.0,1.0,0.0,0.026316,0.015635,0.041514,feasible
tabular-spambase,greedy_entropy,0.7,2,540,0.13668819999999998,0.018544691398888254,1.0,0.0,1.0,0.0,0.055556,0.040268,0.074602,feasible
tabular-spambase,greedy_entropy,0.7,3,278,0.09593791,0.016388990213612918,0.98,0.02,0.86,0.14,0.064748,0.042264,0.094505,feasible
tabular-spambase,greedy_entropy,0.7,4,344,0.28027497,0.03629613294455898,0.2,0.8,0.04,0.96,0.116279,0.088948,0.148664,feasible
tabular-spambase,greedy_entropy,0.9,0,335,0.00264032,0.0029843677818928416,1.0,0.0,1.0,0.0,0.00597,0.001062,0.018673,feasible
tabular-spambase,greedy_entropy,0.9,1,308,0.04027622,0.011417146723748451,1.0,0.0,1.0,0.0,0.022727,0.010714,0.042263,feasible
tabular-spambase,greedy_entropy,0.9,2,402,0.05520035000000001,0.013325164842789,1.0,0.0,1.0,0.0,0.044776,0.029137,0.065677,feasible
tabular-spambase,greedy_entropy,0.9,3,362,0.21222499000000003,0.03434594096003049,0.91,0.09,0.54,0.46,0.085635,0.062668,0.113825,feasible
tabular-spambase,greedy_entropy,0.9,4,249,0.38437058999999996,0.03890439657059212,0.0,1.0,0.0,1.0,0.172691,0.134359,0.21697,undetermined
tabular-spambase,greedy_entropy,0.5,1,1656,0.12306758000000001,0.016886168419259592,1.0,0.0,1.0,0.0,0.062198,0.052716,0.072853,feasible
tabular-spambase,greedy_entropy,0.7,0,321,0.03977609000000001,0.01036173178488519,1.0,0.0,1.0,0.0,0.034268,0.019334,0.056084,feasible
tabular-spambase,greedy_entropy,0.7,1,133,0.0087476,0.007357213734831958,1.0,0.0,1.0,0.0,0.007519,0.000386,0.03517,feasible
tabular-spambase,greedy_entropy,0.7,2,547,0.05284139999999999,0.008870996212376601,1.0,0.0,1.0,0.0,0.02925,0.018431,0.044089,feasible
tabular-spambase,greedy_entropy,0.7,3,315,0.16854793999999995,0.031705164790557384,0.63,0.37,0.27,0.73,0.088889,0.063912,0.119839,feasible
tabular-spambase,greedy_entropy,0.7,4,340,0.31689033000000005,0.04790247663932523,0.03,0.97,0.01,0.99,0.138235,0.108419,0.172854,undetermined
tabular-spambase,greedy_entropy,0.9,0,355,0.014735159999999999,0.0057817387916093204,1.0,0.0,1.0,0.0,0.014085,0.005566,0.029385,feasible
tabular-spambase,greedy_entropy,0.9,1,357,0.03950512,0.010400619675077058,1.0,0.0,1.0,0.0,0.039216,0.023861,0.060628,feasible
tabular-spambase,greedy_entropy,0.9,2,203,0.03158168,0.012776982664056488,1.0,0.0,0.99,0.01,0.034483,0.016294,0.063791,feasible
tabular-spambase,greedy_entropy,0.9,3,341,0.13567451999999997,0.03002969988910312,1.0,0.0,1.0,0.0,0.026393,0.013836,0.045604,feasible
tabular-spambase,greedy_entropy,0.9,4,400,0.32928199999999996,0.039326431365431576,0.01,0.99,0.0,1.0,0.17,0.139751,0.203943,undetermined
tabular-spambase,greedy_entropy,0.5,1,1656,0.12252414000000002,0.015722198849410347,1.0,0.0,1.0,0.0,0.060386,0.051041,0.07091,feasible
tabular-spambase,greedy_entropy,0.7,1,503,0.023347319999999998,0.006011938406005172,1.0,0.0,1.0,0.0,0.019881,0.010825,0.033489,feasible
tabular-spambase,greedy_entropy,0.7,2,213,0.046253289999999996,0.014051046660868365,0.99,0.01,0.97,0.03,0.042254,0.022217,0.072574,feasible
tabular-spambase,greedy_entropy,0.7,3,528,0.13160944,0.02116572877947745,1.0,0.0,0.99,0.01,0.068182,0.051033,0.089046,feasible
tabular-spambase,greedy_entropy,0.7,4,412,0.2719749,0.039583181481912234,0.38,0.62,0.11,0.89,0.109223,0.084888,0.137843,feasible
tabular-spambase,greedy_entropy,0.9,0,233,0.01312712,0.008330127723246506,1.0,0.0,1.0,0.0,0.012876,0.003518,0.032939,feasible
tabular-spambase,greedy_entropy,0.9,1,294,0.029247630000000004,0.010368414766641042,1.0,0.0,1.0,0.0,0.017007,0.006724,0.035424,feasible
tabular-spambase,greedy_entropy,0.9,2,469,0.06399322,0.010708435894732714,1.0,0.0,1.0,0.0,0.034115,0.021513,0.051355,feasible
tabular-spambase,greedy_entropy,0.9,3,349,0.13189546,0.024007973256574576,0.95,0.05,0.61,0.39,0.077364,0.055166,0.10511,feasible
tabular-spambase,greedy_entropy,0.9,4,311,0.37070072,0.054493428501073415,0.0,1.0,0.0,1.0,0.157556,0.124513,0.195566,undetermined
tabular-spambase,random,0.5,1,1656,0.12577296000000002,0.016610610873727675,1.0,0.0,1.0,0.0,0.06099,0.051599,0.071558,feasible
tabular-spambase,random,0.7,0,235,0.09837326999999998,0.021454082736791613,0.99,0.01,0.85,0.15,0.055319,0.033028,0.086514,feasible
tabular-spambase,random,0.7,1,265,0.14786493,0.030968199721086467,1.0,0.0,0.93,0.07,0.060377,0.038234,0.090261,feasible
tabular-spambase,random,0.7,2,254,0.13586169,0.025793308276254524,1.0,0.0,0.91,0.09,0.055118,0.033626,0.084826,feasible
tabular-spambase,random,0.7,3,421,0.11913293999999999,0.020394033249860114,1.0,0.0,1.0,0.0,0.045131,0.029752,0.065521,feasible
tabular-spambase,random,0.7,4,481,0.12740938,0.01893349618468813,1.0,0.0,0.86,0.14,0.081081,0.061536,0.104574,feasible
tabular-spambase,random,0.9,0,320,0.04196983000000001,0.011136678801200114,1.0,0.0,1.0,0.0,0.025,0.012499,0.044655,feasible
tabular-spambase,random,0.9,1,397,0.09203885999999999,0.015058721453709142,1.0,0.0,1.0,0.0,0.047859,0.031563,0.069437,feasible
tabular-spambase,random,0.9,2,320,0.11005791000000001,0.022959179285895654,1.0,0.0,1.0,0.0,0.046875,0.029113,0.071263,feasible
tabular-spambase,random,0.9,3,266,0.13111653,0.03356403155208117,1.0,0.0,1.0,0.0,0.037594,0.020535,0.062933,feasible
tabular-spambase,random,0.9,4,353,0.24916718999999998,0.033778383338666465,0.02,0.98,0.0,1.0,0.13881,0.109471,0.172763,undetermined
tabular-spambase,random,0.5,1,1656,0.12510869,0.017293034799418523,1.0,0.0,1.0,0.0,0.062198,0.052716,0.072853,feasible
tabular-spambase,random,0.7,0,220,0.09884604999999999,0.0237465729255297,1.0,0.0,1.0,0.0,0.027273,0.011942,0.053116,feasible
tabular-spambase,random,0.7,1,446,0.11453097000000001,0.018091055628378903,1.0,0.0,1.0,0.0,0.056054,0.039268,0.077412,feasible
tabular-spambase,random,0.7,2,275,0.14478453,0.026144634227487293,0.68,0.32,0.34,0.66,0.083636,0.057835,0.11641,feasible
tabular-spambase,random,0.7,3,274,0.12099135000000003,0.0242253549180915,1.0,0.0,1.0,0.0,0.040146,0.022674,0.065576,feasible
tabular-spambase,random,0.7,4,441,0.13912842,0.02857434611261647,0.89,0.11,0.65,0.35,0.086168,0.065179,0.111414,feasible
tabular-spambase,random,0.9,0,268,0.03487552000000001,0.011115145875318056,1.0,0.0,1.0,0.0,0.018657,0.007379,0.038825,feasible
tabular-spambase,random,0.9,1,301,0.04055270999999999,0.01695608556200104,1.0,0.0,1.0,0.0,0.019934,0.008716,0.038962,feasible
tabular-spambase,random,0.9,2,411,0.07749818,0.01915487224357291,1.0,0.0,1.0,0.0,0.029197,0.016932,0.046877,feasible
tabular-spambase,random,0.9,3,369,0.12291764,0.029958665370980728,1.0,0.0,1.0,0.0,0.054201,0.036206,0.077787,feasible
tabular-spambase,random,0.9,4,307,0.35558964000000004,0.03321128312652795,0.0,1.0,0.0,1.0,0.19544,0.158899,0.236435,infeasible
tabular-spambase,random,0.5,1,1656,0.12083335000000002,0.014421445528361571,1.0,0.0,1.0,0.0,0.060386,0.051041,0.07091,feasible
tabular-spambase,random,0.7,0,261,0.09593769999999999,0.01951360604117035,0.99,0.01,0.76,0.24,0.065134,0.041923,0.0961,feasible
tabular-spambase,random,0.7,1,293,0.10100419999999997,0.0237195621928399,1.0,0.0,1.0,0.0,0.047782,0.029115,0.07369,feasible
tabular-spambase,random,0.7,2,414,0.1449676,0.020855203174268047,1.0,0.0,1.0,0.0,0.050725,0.034238,0.072226,feasible
tabular-spambase,random,0.7,3,391,0.09921622000000001,0.017910317344246023,1.0,0.0,1.0,0.0,0.040921,0.025833,0.06149,feasible
tabular-spambase,random,0.7,4,297,0.15754989000000003,0.026043485507087946,0.23,0.77,0.03,0.97,0.107744,0.0795,0.142009,feasible
tabular-spambase,random,0.9,0,328,0.0306416,0.008585536243007773,1.0,0.0,1.0,0.0,0.015244,0.006025,0.031783,feasible
tabular-spambase,random,0.9,1,386,0.08814032,0.01702925381740492,1.0,0.0,1.0,0.0,0.036269,0.022058,0.056121,feasible
tabular-spambase,random,0.9,2,273,0.10624869999999997,0.020622038664739238,1.0,0.0,1.0,0.0,0.047619,0.028393,0.074644,feasible
tabular-spambase,random,0.9,3,390,0.11523177999999998,0.023554282581127364,1.0,0.0,1.0,0.0,0.046154,0.03004,0.067675,feasible
tabular-spambase,random,0.9,4,279,0.29562142,0.03760107644607532,0.0,1.0,0.0,1.0,0.179211,0.142333,0.221273,undetermined
